type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-04-08 11:26:53,53.47234092,-2.23488703,3.79,40.707,51.386,1.02,134.0,32,45,,
T,2025-04-08 11:26:54,53.47233321,-2.23487249,3.79,40.641,51.386,1.04,142.0,33,45,,
T,2025-04-08 11:26:55,53.47232592,-2.23485849,3.79,39.978,51.386,1.05,147.0,33,45,,
T,2025-04-08 11:26:56,53.47232005,-2.23484367,3.79,39.711,51.386,1.04,138.0,33,45,,
T,2025-04-08 11:26:57,53.47231175,-2.23482911,3.79,39.461,51.386,1.17,148.0,33,45,,
T,2025-04-08 11:26:58,53.47230558,-2.23481503,3.79,39.848,51.386,1.05,130.0,32,45,,
T,2025-04-08 11:26:59,53.47229765,-2.23480193,3.79,39.955,51.386,1.09,144.0,33,45,,
T,2025-04-08 11:27:00,53.47229065,-2.23478987,3.79,38.943,51.386,1.0,141.0,32,45,,
T,2025-04-08 11:27:01,53.47228102,-2.23478305,3.79,40.037,51.386,1.09,163.0,32,45,,
T,2025-04-08 11:27:02,53.47227112,-2.2347761,3.79,40.257,51.386,1.19,153.0,31,45,,
T,2025-04-08 11:27:03,53.47226293,-2.23476829,3.79,40.128,51.386,1.03,147.0,31,45,,
T,2025-04-08 11:27:04,53.4722538,-2.23476448,3.79,40.05,51.386,1.08,161.0,32,45,,
T,2025-04-08 11:27:05,53.47224611,-2.23476314,3.79,39.519,51.386,1.05,164.0,32,45,,
T,2025-04-08 11:27:06,53.47223856,-2.23476314,4.15,39.093,51.386,1.08,167.0,33,45,,
T,2025-04-08 11:27:07,53.47222923,-2.23476233,4.43,38.701,51.386,1.11,168.0,32,45,,
T,2025-04-08 11:27:08,53.47221985,-2.23475827,4.87,38.113,51.385,1.12,160.0,32,45,,
T,2025-04-08 11:27:09,53.47220999,-2.23475163,5.29,38.248,51.385,1.14,154.0,32,45,,
T,2025-04-08 11:27:10,53.47220008,-2.23474216,5.68,38.382,51.385,1.13,147.0,33,45,,
T,2025-04-08 11:27:11,53.47218911,-2.23473629,5.93,37.42,51.385,1.13,151.0,32,45,,
T,2025-04-08 11:27:12,53.47217617,-2.23473176,6.2,36.701,51.385,1.19,165.0,32,45,,
T,2025-04-08 11:27:13,53.47216285,-2.23472226,6.62,35.532,51.385,1.18,154.0,34,45,,
T,2025-04-08 11:27:14,53.47215006,-2.23471112,6.88,34.852,51.385,1.17,155.0,34,45,,
T,2025-04-08 11:27:15,53.47213626,-2.23470223,6.72,35.0,51.385,1.16,158.0,34,45,,
T,2025-04-08 11:27:16,53.47212421,-2.23469355,6.82,34.855,51.385,1.19,153.0,34,45,,
T,2025-04-08 11:27:17,53.47211381,-2.23468371,6.9,35.148,51.385,1.19,150.0,33,45,,
T,2025-04-08 11:27:18,53.472102,-2.23467224,6.66,34.036,51.385,1.15,151.0,33,45,,
T,2025-04-08 11:27:19,53.47209189,-2.23465777,6.58,34.214,51.385,1.17,152.0,31,45,,
T,2025-04-08 11:27:20,53.47208286,-2.23464356,6.22,34.888,51.385,1.16,154.0,30,45,,
T,2025-04-08 11:27:21,53.47207187,-2.23463198,5.94,35.065,51.385,1.22,159.0,29,45,,
T,2025-04-08 11:27:22,53.47206441,-2.2346206,5.35,34.337,51.385,1.19,155.0,30,45,,
T,2025-04-08 11:27:23,53.4720564,-2.23460851,4.72,33.901,51.385,1.24,154.0,32,45,,
T,2025-04-08 11:27:24,53.47204741,-2.23459387,4.19,34.134,51.385,1.24,149.0,32,45,,
T,2025-04-08 11:27:25,53.47203805,-2.23457865,3.9,34.52,51.385,1.24,150.0,32,45,,
T,2025-04-08 11:27:26,53.47202972,-2.23456329,3.79,34.864,51.385,1.18,151.0,32,45,,
T,2025-04-08 11:27:27,53.47202144,-2.23455289,3.79,34.355,51.385,1.17,154.0,32,45,,
T,2025-04-08 11:27:28,53.47201347,-2.23454046,3.79,34.848,51.385,1.13,152.0,32,45,,
T,2025-04-08 11:27:29,53.47200469,-2.23452801,3.79,35.359,51.385,1.24,153.0,32,45,,
T,2025-04-08 11:27:30,53.47199492,-2.23451662,3.79,35.602,51.385,1.12,156.0,32,45,,
T,2025-04-08 11:27:31,53.47198542,-2.2345064,3.79,35.3,51.385,1.15,152.0,33,45,,
T,2025-04-08 11:27:32,53.47197563,-2.2344929,3.79,35.25,51.385,1.19,148.0,33,45,,
T,2025-04-08 11:27:33,53.47196457,-2.23448145,3.79,34.949,51.385,1.17,146.0,34,45,,
T,2025-04-08 11:27:34,53.47195525,-2.23447083,3.79,35.116,51.385,1.1,149.0,35,45,,
T,2025-04-08 11:27:35,53.4719466,-2.23445961,3.79,35.574,51.385,1.14,152.0,35,45,,
T,2025-04-08 11:27:36,53.47193739,-2.23444905,3.79,36.495,51.385,1.15,147.0,35,45,,
T,2025-04-08 11:27:37,53.4719286,-2.23443433,3.79,36.776,51.385,1.15,140.0,35,45,,
T,2025-04-08 11:27:38,53.47191568,-2.23443288,3.79,37.289,51.385,1.49,176.0,35,45,,
T,2025-04-08 11:27:39,53.47190141,-2.23442962,3.79,37.814,51.385,1.64,168.0,35,45,,
T,2025-04-08 11:27:40,53.47188514,-2.23441861,3.79,38.338,51.385,1.91,151.0,35,45,,
T,2025-04-08 11:27:41,53.47187216,-2.23440603,3.79,38.249,51.385,1.45,146.0,35,45,,
T,2025-04-08 11:27:42,53.47186262,-2.23439749,3.79,38.568,51.385,1.23,152.0,36,45,,
T,2025-04-08 11:27:43,53.47185132,-2.23439065,3.79,38.54,51.385,1.28,156.0,35,45,,
T,2025-04-08 11:27:44,53.47184058,-2.23438428,3.79,38.51,51.385,1.23,155.0,35,45,,
T,2025-04-08 11:27:45,53.4718297,-2.23437911,3.79,38.25,51.385,1.2,167.0,36,45,,
T,2025-04-08 11:27:46,53.47181809,-2.23437497,3.79,38.282,51.385,1.23,161.0,36,45,,
T,2025-04-08 11:27:47,53.47180808,-2.23437003,3.79,38.664,51.385,1.1,163.0,36,45,,
T,2025-04-08 11:27:48,53.47179819,-2.23436673,3.79,38.484,51.385,1.14,166.0,36,45,,
T,2025-04-08 11:27:49,53.47178775,-2.23436233,3.79,38.546,51.385,1.19,166.0,36,45,,
T,2025-04-08 11:27:50,53.47177733,-2.23435452,3.79,38.886,51.385,1.18,157.0,36,45,,
T,2025-04-08 11:27:51,53.47176625,-2.23435189,3.79,38.998,51.385,1.18,179.0,36,45,,
T,2025-04-08 11:27:52,53.47175419,-2.23435123,3.79,38.972,51.385,1.27,170.0,36,45,,
T,2025-04-08 11:27:53,53.47174202,-2.23435125,3.79,39.444,51.385,1.17,181.0,36,45,,
T,2025-04-08 11:27:54,53.47172946,-2.23435148,3.79,39.571,51.385,1.26,174.0,36,45,,
T,2025-04-08 11:27:55,53.47171895,-2.23435526,3.79,39.851,51.385,1.2,181.0,36,45,,
T,2025-04-08 11:27:56,53.47170774,-2.23436102,3.79,39.891,51.385,1.22,185.0,36,45,,
T,2025-04-08 11:27:57,53.47169719,-2.23436764,3.79,39.923,51.385,1.16,187.0,36,45,,
T,2025-04-08 11:27:58,53.47168614,-2.2343736,3.79,39.897,51.385,1.2,191.0,36,45,,
T,2025-04-08 11:27:59,53.47167513,-2.23437222,3.79,40.395,51.385,1.18,179.0,36,45,,
T,2025-04-08 11:28:00,53.47166401,-2.23437261,3.79,40.589,51.385,1.22,185.0,36,45,,
T,2025-04-08 11:28:01,53.47165403,-2.23437253,3.79,40.835,51.385,1.15,185.0,36,45,,
T,2025-04-08 11:28:02,53.47164494,-2.23437207,3.79,40.83,51.385,1.01,180.0,36,45,,
T,2025-04-08 11:28:03,53.47163856,-2.23436957,3.79,40.842,51.385,0.61,159.0,36,45,,
T,2025-04-08 11:28:04,53.47163099,-2.2343672,3.79,40.763,51.385,0.76,165.0,36,45,,
T,2025-04-08 11:28:05,53.47162042,-2.23436856,3.79,40.279,51.385,1.11,177.0,36,45,,
T,2025-04-08 11:28:06,53.47160852,-2.23436986,3.79,40.182,51.385,1.14,180.0,36,45,,
T,2025-04-08 11:28:07,53.47159803,-2.23437356,3.79,40.456,51.385,1.09,191.0,36,45,,
T,2025-04-08 11:28:08,53.47158711,-2.2343739,3.79,40.605,51.385,1.18,177.0,36,45,,
T,2025-04-08 11:28:09,53.4715759,-2.2343784,3.79,40.565,51.385,1.17,195.0,37,45,,
T,2025-04-08 11:28:10,53.47156691,-2.23437924,3.79,40.549,51.385,1.2,189.0,37,45,,
T,2025-04-08 11:28:11,53.47155729,-2.23438089,3.79,40.522,51.385,1.16,192.0,37,45,,
T,2025-04-08 11:28:12,53.47154764,-2.23438147,3.79,40.159,51.385,1.09,188.0,38,45,,
T,2025-04-08 11:28:13,53.47153698,-2.23437916,3.79,39.884,51.385,1.15,175.0,38,45,,
T,2025-04-08 11:28:14,53.47152587,-2.23437544,3.79,39.427,51.385,1.16,165.0,37,45,,
T,2025-04-08 11:28:15,53.47151558,-2.23437053,3.79,39.534,51.385,1.15,163.0,37,45,,
T,2025-04-08 11:28:16,53.47150703,-2.23436534,3.79,39.519,51.385,1.16,162.0,38,45,,
T,2025-04-08 11:28:17,53.47149846,-2.23435917,3.79,39.699,51.385,1.11,160.0,38,45,,
T,2025-04-08 11:28:18,53.47148965,-2.23435368,3.79,39.649,51.385,1.19,160.0,37,45,,
T,2025-04-08 11:28:19,53.47148012,-2.2343476,3.79,39.516,51.385,1.18,160.0,37,45,,
T,2025-04-08 11:28:20,53.47147144,-2.23433701,3.79,39.533,51.385,1.24,151.0,37,45,,
T,2025-04-08 11:28:21,53.47146312,-2.23432311,3.79,39.444,51.385,1.2,139.0,37,45,,
T,2025-04-08 11:28:22,53.47145453,-2.23431102,3.79,39.638,51.384,1.25,140.0,37,45,,
T,2025-04-08 11:28:23,53.4714474,-2.23429891,3.79,39.866,51.384,1.19,135.0,37,45,,
T,2025-04-08 11:28:24,53.47144147,-2.2342868,3.79,40.444,51.384,1.15,135.0,37,45,,
T,2025-04-08 11:28:25,53.47143456,-2.23427237,3.79,40.316,51.384,1.23,137.0,37,45,,
T,2025-04-08 11:28:26,53.47142701,-2.23425958,3.79,40.44,51.384,1.11,137.0,38,45,,
T,2025-04-08 11:28:27,53.47142,-2.23424534,3.79,39.965,51.384,1.17,134.0,38,45,,
T,2025-04-08 11:28:28,53.4714127,-2.23422973,3.79,39.959,51.384,1.23,137.0,37,45,,
T,2025-04-08 11:28:29,53.47140476,-2.23421646,3.79,40.04,51.384,1.19,146.0,37,45,,
T,2025-04-08 11:28:30,53.47139549,-2.23420525,3.79,40.171,51.384,1.25,145.0,37,45,,
T,2025-04-08 11:28:31,53.47138363,-2.23419486,3.79,40.486,51.384,1.19,154.0,37,45,,
T,2025-04-08 11:28:32,53.47137056,-2.23418596,3.79,40.241,51.384,1.36,151.0,37,45,,
T,2025-04-08 11:28:33,53.47136007,-2.23417512,3.79,40.359,51.384,1.25,145.0,37,45,,
T,2025-04-08 11:28:34,53.47134978,-2.23416591,3.79,40.226,51.384,1.28,149.0,37,45,,
T,2025-04-08 11:28:35,53.47133949,-2.2341576,3.79,40.204,51.384,1.26,152.0,37,45,,
T,2025-04-08 11:28:36,53.47132989,-2.2341493,3.79,40.198,51.384,1.23,153.0,37,45,,
T,2025-04-08 11:28:37,53.47132092,-2.23413921,3.79,39.969,51.384,1.27,148.0,37,45,,
T,2025-04-08 11:28:38,53.47131187,-2.23412853,3.79,39.933,51.384,1.24,147.0,37,45,,
T,2025-04-08 11:28:39,53.47130356,-2.23411516,3.79,40.01,51.384,1.21,140.0,37,45,,
T,2025-04-08 11:28:40,53.47129406,-2.23410241,3.79,40.086,51.384,1.22,142.0,37,45,,
T,2025-04-08 11:28:41,53.47128286,-2.23409048,3.79,40.391,51.384,1.28,141.0,37,45,,
T,2025-04-08 11:28:42,53.47127465,-2.23407767,3.79,40.638,51.384,1.25,137.0,37,45,,
T,2025-04-08 11:28:43,53.47126754,-2.23406344,3.79,40.816,51.384,1.23,131.0,38,45,,
T,2025-04-08 11:28:44,53.47125838,-2.23405131,3.79,40.744,51.384,1.25,138.0,38,45,,
T,2025-04-08 11:28:45,53.47124657,-2.23404301,3.79,40.55,51.384,1.39,154.0,37,45,,
T,2025-04-08 11:28:46,53.47123551,-2.23403279,3.79,40.449,51.384,1.39,151.0,38,45,,
T,2025-04-08 11:28:47,53.47122562,-2.23402525,3.79,40.394,51.384,1.29,155.0,38,45,,
T,2025-04-08 11:28:48,53.47121649,-2.23401754,3.79,40.243,51.384,1.15,156.0,36,45,,
T,2025-04-08 11:28:49,53.4712094,-2.23400788,3.79,40.187,51.384,1.04,147.0,32,45,,
T,2025-04-08 11:28:50,53.47119991,-2.23399823,3.79,40.218,51.384,1.13,155.0,37,45,,
T,2025-04-08 11:28:51,53.4711956,-2.23399598,3.79,40.321,51.384,0.43,178.0,37,45,,
T,2025-04-08 11:28:52,53.47119542,-2.23399605,3.79,40.316,51.384,0.0,,38,45,,
T,2025-04-08 11:28:53,53.47119529,-2.23399627,3.79,40.327,51.384,0.0,,38,45,,
T,2025-04-08 11:28:54,53.47119506,-2.23399652,3.79,40.334,51.384,0.0,,38,45,,
T,2025-04-08 11:28:55,53.47119486,-2.23399673,3.79,40.34,51.384,0.0,,38,45,,
T,2025-04-08 11:28:56,53.47119464,-2.23399681,3.79,40.357,51.384,0.0,,38,45,,
T,2025-04-08 11:28:57,53.47119313,-2.23399782,3.79,40.338,51.384,0.3,201.0,37,45,,
T,2025-04-08 11:28:58,53.47119108,-2.23399886,3.79,40.379,51.384,0.26,181.0,36,45,,
T,2025-04-08 11:28:59,53.47119127,-2.23399904,3.79,40.389,51.384,0.0,,36,45,,
T,2025-04-08 11:29:00,53.47119129,-2.23399914,3.79,40.396,51.384,0.0,,36,45,,
T,2025-04-08 11:29:01,53.47118958,-2.23399971,3.79,40.649,51.384,0.16,184.0,36,45,,
T,2025-04-08 11:29:02,53.47118232,-2.23400597,3.79,40.631,51.384,0.84,208.0,36,45,,
T,2025-04-08 11:29:03,53.47117444,-2.23401318,3.79,40.527,51.384,0.88,211.0,36,45,,
T,2025-04-08 11:29:04,53.47116673,-2.23402708,3.79,40.358,51.384,1.25,231.0,36,45,,
T,2025-04-08 11:29:05,53.47115669,-2.23404118,3.79,40.785,51.384,1.3,216.0,38,45,,
T,2025-04-08 11:29:06,53.47114654,-2.23405434,3.79,41.099,51.384,1.33,214.0,38,45,,
T,2025-04-08 11:29:07,53.47113615,-2.23406731,3.79,41.354,51.384,1.3,218.0,38,45,,
T,2025-04-08 11:29:08,53.47112651,-2.23407982,3.79,41.693,51.384,1.23,217.0,38,45,,
T,2025-04-08 11:29:09,53.4711165,-2.23409135,3.79,41.696,51.384,1.2,211.0,37,45,,
T,2025-04-08 11:29:10,53.47110678,-2.23410104,3.79,41.756,51.384,1.22,205.0,37,45,,
T,2025-04-08 11:29:11,53.47109637,-2.23410232,3.79,41.872,51.384,1.12,182.0,36,45,,
T,2025-04-08 11:29:12,53.47108602,-2.2340992,3.79,41.676,51.384,0.98,164.0,36,45,,
T,2025-04-08 11:29:13,53.47107677,-2.23409426,3.79,41.63,51.384,0.99,161.0,36,45,,
T,2025-04-08 11:29:14,53.47106554,-2.23409883,3.79,41.401,51.384,1.27,197.0,36,45,,
T,2025-04-08 11:29:15,53.47105689,-2.23411077,3.79,41.426,51.384,1.24,228.0,35,45,,
T,2025-04-08 11:29:16,53.47104894,-2.23412494,3.79,41.007,51.384,1.1,226.0,35,45,,
T,2025-04-08 11:29:17,53.47103967,-2.23413934,3.79,40.63,51.384,1.08,221.0,34,45,,
T,2025-04-08 11:29:18,53.47103164,-2.23416043,3.79,41.006,51.384,1.39,238.0,35,45,,
T,2025-04-08 11:29:19,53.47102164,-2.23418175,3.79,40.608,51.384,1.28,230.0,35,45,,
T,2025-04-08 11:29:20,53.47101067,-2.23420364,3.79,40.749,51.384,1.36,231.0,35,45,,
T,2025-04-08 11:29:21,53.47100007,-2.23422306,3.79,40.624,51.384,1.34,226.0,35,45,,
T,2025-04-08 11:29:22,53.47098786,-2.23423926,3.79,40.226,51.384,1.34,220.0,35,45,,
T,2025-04-08 11:29:23,53.4709743,-2.23424788,3.79,39.813,51.384,1.42,203.0,35,45,,
T,2025-04-08 11:29:24,53.47096154,-2.23425436,3.79,39.801,51.384,1.34,195.0,35,45,,
T,2025-04-08 11:29:25,53.4709495,-2.2342536,3.79,40.407,51.384,1.26,175.0,36,45,,
T,2025-04-08 11:29:26,53.4709423,-2.23424468,3.79,39.894,51.384,1.08,150.0,35,45,,
T,2025-04-08 11:29:27,53.47093593,-2.23423093,3.79,40.31,51.384,1.22,132.0,37,45,,
T,2025-04-08 11:29:28,53.47093027,-2.23421736,3.79,40.462,51.384,1.11,134.0,37,45,,
T,2025-04-08 11:29:29,53.47092374,-2.23420531,3.79,40.293,51.384,1.2,144.0,36,45,,
T,2025-04-08 11:29:30,53.47091711,-2.23419354,3.79,40.431,51.384,1.25,141.0,36,45,,
T,2025-04-08 11:29:31,53.47091014,-2.23418376,3.79,40.486,51.384,1.22,143.0,36,45,,
T,2025-04-08 11:29:32,53.4709022,-2.23417325,3.79,40.513,51.384,1.18,146.0,36,45,,
T,2025-04-08 11:29:33,53.47089415,-2.23416092,3.79,40.494,51.384,1.16,142.0,34,45,,
T,2025-04-08 11:29:34,53.47088637,-2.23414848,3.79,40.722,51.384,1.23,143.0,34,45,,
T,2025-04-08 11:29:35,53.47087992,-2.23413553,3.79,40.82,51.384,1.22,140.0,34,45,,
T,2025-04-08 11:29:36,53.4708727,-2.23412298,3.79,40.584,51.384,1.25,146.0,35,45,,
T,2025-04-08 11:29:37,53.47086593,-2.23410884,3.79,40.426,51.384,1.22,142.0,36,45,,
T,2025-04-08 11:29:38,53.47085805,-2.2340975,3.79,40.063,51.384,1.2,154.0,36,45,,
T,2025-04-08 11:29:39,53.47084992,-2.23408636,3.79,39.797,51.384,1.22,153.0,33,45,,
T,2025-04-08 11:29:40,53.47084139,-2.23407366,3.79,39.783,51.384,1.23,145.0,33,45,,
T,2025-04-08 11:29:41,53.4708329,-2.23406197,3.79,39.908,51.384,1.25,147.0,33,45,,
T,2025-04-08 11:29:42,53.47082466,-2.23404583,3.79,39.9,51.384,1.31,139.0,32,45,,
T,2025-04-08 11:29:43,53.47081573,-2.23402935,3.79,39.949,51.384,1.3,135.0,32,45,,
T,2025-04-08 11:29:44,53.47080549,-2.2340173,3.79,39.926,51.384,1.28,149.0,33,45,,
T,2025-04-08 11:29:45,53.4707954,-2.23400594,3.79,40.034,51.384,1.28,147.0,34,45,,
T,2025-04-08 11:29:46,53.47078433,-2.23399348,3.79,40.502,51.384,1.37,145.0,31,44,,
T,2025-04-08 11:29:47,53.47077336,-2.23398287,3.79,40.598,51.384,1.21,149.0,33,44,,
T,2025-04-08 11:29:48,53.47076272,-2.23397099,3.79,40.06,51.384,1.4,145.0,33,44,,
T,2025-04-08 11:29:49,53.47075177,-2.23395615,3.79,40.369,51.384,1.26,140.0,34,44,,
T,2025-04-08 11:29:50,53.47074047,-2.23394202,3.79,40.937,51.384,1.2,147.0,34,44,,
T,2025-04-08 11:29:51,53.47072916,-2.23393513,3.79,39.37,51.384,1.12,153.0,35,44,,
T,2025-04-08 11:29:52,53.470717,-2.23392885,3.79,39.45,51.384,1.26,161.0,35,44,,
T,2025-04-08 11:29:53,53.47070299,-2.23391701,3.79,40.373,51.384,1.38,148.0,35,44,,
T,2025-04-08 11:29:54,53.47069198,-2.23390466,3.79,40.354,51.384,1.23,139.0,34,44,,
T,2025-04-08 11:29:55,53.47068235,-2.23389106,3.79,41.037,51.384,1.27,139.0,33,44,,
T,2025-04-08 11:29:56,53.47066985,-2.2338787,3.79,41.404,51.384,1.29,147.0,33,44,,
T,2025-04-08 11:29:57,53.47065752,-2.23386949,3.79,41.284,51.384,1.27,160.0,34,44,,
T,2025-04-08 11:29:58,53.47064709,-2.23385813,3.79,42.21,51.383,1.27,144.0,33,44,,
T,2025-04-08 11:29:59,53.47063902,-2.23384546,3.79,42.295,51.383,1.29,145.0,33,44,,
T,2025-04-08 11:30:00,53.47063268,-2.23383468,3.79,42.211,51.383,1.21,147.0,33,44,,
T,2025-04-08 11:30:01,53.47062538,-2.23382417,3.79,42.134,51.383,1.29,150.0,32,44,,
T,2025-04-08 11:30:02,53.47061443,-2.23381384,3.79,41.956,51.383,1.47,157.0,31,44,,
T,2025-04-08 11:30:03,53.47060502,-2.2338051,3.79,41.926,51.383,1.32,160.0,30,44,,
T,2025-04-08 11:30:04,53.47059744,-2.23379776,3.79,41.681,51.383,1.2,162.0,30,44,,
T,2025-04-08 11:30:05,53.47058898,-2.23378531,3.79,41.767,51.383,1.35,150.0,29,44,,
T,2025-04-08 11:30:06,53.47058129,-2.23377438,3.79,41.386,51.383,1.3,148.0,29,44,,
T,2025-04-08 11:30:07,53.47057273,-2.23376232,3.79,41.037,51.383,1.3,149.0,28,44,,
T,2025-04-08 11:30:08,53.47056332,-2.23375029,3.79,40.886,51.383,1.35,153.0,27,44,,
T,2025-04-08 11:30:09,53.47055366,-2.23373781,3.79,40.854,51.383,1.35,149.0,28,44,,
T,2025-04-08 11:30:10,53.47054335,-2.2337235,3.79,41.118,51.383,1.42,146.0,28,44,,
T,2025-04-08 11:30:11,53.4705333,-2.2337102,3.79,41.096,51.383,1.36,149.0,28,44,,
T,2025-04-08 11:30:12,53.47052519,-2.2336934,3.79,41.204,51.383,1.43,132.0,28,44,,
T,2025-04-08 11:30:13,53.47051559,-2.23368042,3.79,41.467,51.383,1.38,145.0,29,44,,
T,2025-04-08 11:30:14,53.47050595,-2.23366947,3.79,41.369,51.383,1.34,144.0,29,44,,
T,2025-04-08 11:30:15,53.47049593,-2.23365934,3.79,41.001,51.383,1.33,151.0,30,44,,
T,2025-04-08 11:30:16,53.47048662,-2.2336459,3.79,41.001,51.383,1.34,143.0,31,44,,
T,2025-04-08 11:30:17,53.47047674,-2.23363867,3.79,41.404,51.383,1.34,150.0,32,44,,
T,2025-04-08 11:30:18,53.47046556,-2.23362956,3.79,41.854,51.383,1.38,151.0,32,44,,
T,2025-04-08 11:30:19,53.47045649,-2.23362095,3.79,42.063,51.383,1.27,148.0,32,44,,
T,2025-04-08 11:30:20,53.4704478,-2.23360894,3.79,42.244,51.383,1.31,146.0,32,44,,
T,2025-04-08 11:30:21,53.47043822,-2.23359889,3.79,42.132,51.383,1.31,148.0,31,44,,
T,2025-04-08 11:30:22,53.47042793,-2.23358937,3.79,41.806,51.383,1.32,151.0,31,44,,
T,2025-04-08 11:30:23,53.4704183,-2.2335775,3.79,41.752,51.383,1.3,149.0,30,44,,
T,2025-04-08 11:30:24,53.4704072,-2.23356535,3.79,41.455,51.383,1.34,149.0,30,44,,
T,2025-04-08 11:30:25,53.4703968,-2.23355283,3.79,42.064,51.383,1.3,149.0,30,44,,
T,2025-04-08 11:30:26,53.47038687,-2.23354127,3.79,42.225,51.383,1.28,150.0,30,44,,
T,2025-04-08 11:30:27,53.47037723,-2.23353148,3.79,42.416,51.383,1.25,152.0,30,44,,
T,2025-04-08 11:30:28,53.47036739,-2.23352182,3.79,42.289,51.383,1.27,153.0,30,44,,
T,2025-04-08 11:30:29,53.47035864,-2.23351361,3.79,42.065,51.383,1.25,152.0,30,44,,
T,2025-04-08 11:30:30,53.47034968,-2.23350303,3.79,42.056,51.383,1.27,145.0,30,44,,
T,2025-04-08 11:30:31,53.47034128,-2.23348944,3.79,42.213,51.383,1.29,144.0,31,44,,
T,2025-04-08 11:30:32,53.4703322,-2.2334768,3.79,42.304,51.383,1.28,147.0,32,44,,
T,2025-04-08 11:30:33,53.47032305,-2.23346419,3.79,42.2,51.383,1.28,148.0,32,44,,
T,2025-04-08 11:30:34,53.47031442,-2.23345205,3.79,42.636,51.383,1.32,145.0,32,44,,
T,2025-04-08 11:30:35,53.47030464,-2.23344115,3.79,42.667,51.383,1.28,147.0,32,44,,
T,2025-04-08 11:30:36,53.47029643,-2.23342675,3.79,42.932,51.383,1.3,139.0,32,44,,
T,2025-04-08 11:30:37,53.47028714,-2.23341277,3.79,42.902,51.383,1.3,143.0,32,44,,
T,2025-04-08 11:30:38,53.47027667,-2.23340367,3.79,42.823,51.383,1.28,154.0,29,44,,
T,2025-04-08 11:30:39,53.4702668,-2.23339401,3.79,42.768,51.383,1.3,148.0,32,44,,
T,2025-04-08 11:30:40,53.47025689,-2.23338156,3.79,42.531,51.383,1.26,145.0,32,44,,
T,2025-04-08 11:30:41,53.47024728,-2.23336775,3.79,43.015,51.382,1.38,140.0,32,44,,
T,2025-04-08 11:30:42,53.47023766,-2.23335835,3.79,43.032,51.382,1.26,151.0,32,44,,
T,2025-04-08 11:30:43,53.47022769,-2.23334832,3.79,42.818,51.382,1.32,154.0,32,44,,
T,2025-04-08 11:30:44,53.47021845,-2.23333561,3.79,42.818,51.382,1.36,147.0,32,44,,
T,2025-04-08 11:30:45,53.47020861,-2.23332365,3.79,42.836,51.382,1.26,147.0,31,44,,
T,2025-04-08 11:30:46,53.47019908,-2.23331035,3.79,42.852,51.382,1.28,144.0,31,44,,
T,2025-04-08 11:30:47,53.4701883,-2.23329744,3.79,42.965,51.382,1.33,149.0,31,44,,
T,2025-04-08 11:30:48,53.47017862,-2.23328203,3.79,43.025,51.382,1.29,144.0,34,44,,
T,2025-04-08 11:30:49,53.47016818,-2.23326754,3.79,43.327,51.382,1.35,148.0,34,44,,
T,2025-04-08 11:30:50,53.47015792,-2.23325431,3.79,43.314,51.382,1.33,150.0,34,44,,
T,2025-04-08 11:30:51,53.470148,-2.2332423,3.79,43.316,51.382,1.31,149.0,34,44,,
T,2025-04-08 11:30:52,53.47013872,-2.23323111,3.79,43.437,51.382,1.33,151.0,34,44,,
T,2025-04-08 11:30:53,53.47012919,-2.23322101,3.79,43.253,51.382,1.32,152.0,34,44,,
T,2025-04-08 11:30:54,53.47011918,-2.23320845,3.79,43.46,51.382,1.35,148.0,33,44,,
T,2025-04-08 11:30:55,53.47011073,-2.2331963,3.79,43.82,51.382,1.28,146.0,32,44,,
T,2025-04-08 11:30:56,53.47010231,-2.23318495,3.79,43.807,51.382,1.25,141.0,20,44,,
T,2025-04-08 11:30:57,53.47009248,-2.23317454,3.79,43.801,51.382,1.3,148.0,21,44,,
T,2025-04-08 11:30:58,53.47008265,-2.23316513,3.79,44.021,51.382,1.29,149.0,21,44,,
T,2025-04-08 11:30:59,53.47007364,-2.23315424,3.79,43.961,51.382,1.27,145.0,22,44,,
T,2025-04-08 11:31:00,53.47006375,-2.23314016,3.79,44.726,51.382,1.38,142.0,22,44,,
T,2025-04-08 11:31:01,53.47005418,-2.23312745,3.79,44.78,51.382,1.35,143.0,23,44,,
T,2025-04-08 11:31:02,53.47004422,-2.23311495,3.79,45.213,51.382,1.33,142.0,23,44,,
T,2025-04-08 11:31:03,53.4700347,-2.23309777,3.79,45.348,51.382,1.43,136.0,31,44,,
T,2025-04-08 11:31:04,53.47002631,-2.23308264,3.79,45.64,51.382,1.34,138.0,31,44,,
T,2025-04-08 11:31:05,53.47001773,-2.233069,3.79,45.969,51.382,1.31,144.0,31,44,,
T,2025-04-08 11:31:06,53.47000853,-2.2330561,3.79,46.159,51.382,1.35,148.0,30,44,,
T,2025-04-08 11:31:07,53.47000074,-2.23304197,3.79,46.098,51.382,1.32,143.0,30,44,,
T,2025-04-08 11:31:08,53.46999249,-2.23303198,3.79,45.542,51.382,1.31,148.0,31,44,,
T,2025-04-08 11:31:09,53.46998342,-2.23302082,3.79,45.347,51.382,1.34,147.0,24,44,,
T,2025-04-08 11:31:10,53.46997331,-2.23300853,3.79,45.221,51.382,1.33,148.0,23,44,,
